country,date,confirmed,deaths,recovered,active,new_cases,new_deaths,population,cases_per_million,deaths_per_million,mortality_rate,recovery_rate
USA,2021-11-26,19008138,486810,16842142,1679186,2311,59,331000000,57426.398791540785,1470.725075528701,2.561060951893342,88.60490175313332
USA,2021-11-27,19008319,258971,17568489,1180859,2536,34,331000000,57426.94561933535,782.3897280966768,1.3624087432455232,92.4252639068189
USA,2021-11-28,19008496,350831,16550166,2107499,1604,29,331000000,57427.48036253777,1059.9123867069486,1.8456536487684243,87.06720405443966
USA,2021-11-29,19008670,649790,16008243,2350637,2495,85,331000000,57428.006042296074,1963.1117824773412,3.418387504228334,84.21548167231057
USA,2021-11-30,19008840,532251,16631864,1844725,1402,39,331000000,57428.51963746223,1608.0090634441087,2.800018307271775,87.49541792134606
USA,2021-12-01,19009007,515027,16929623,1564357,1480,40,331000000,57429.02416918429,1555.9728096676738,2.7093840304230516,89.0610593178276
USA,2021-12-02,19009171,298163,16811416,1899592,2530,39,331000000,57429.51963746223,900.7945619335347,1.5685218466391828,88.43844899916992
USA,2021-12-03,19009331,566335,16891214,1551782,2013,59,331000000,57430.00302114803,1710.9818731117823,2.9792474022363016,88.85748793579322
USA,2021-12-04,19009489,297568,17806830,905091,2095,32,331000000,57430.48036253776,898.9969788519638,1.565365591889398,93.67337543897156
USA,2021-12-05,19009643,257086,17434300,1318257,1877,25,331000000,57430.94561933535,776.6948640483383,1.352397833036633,91.7129269602801
USA,2021-12-06,19009794,236464,17899214,874116,1626,20,331000000,57431.40181268882,714.3927492447131,1.2439061675260659,94.157853578003
USA,2021-12-07,19009942,546195,16338025,2125722,1912,54,331000000,57431.84894259819,1650.1359516616315,2.8732070829043033,85.9446336027748
USA,2021-12-08,19010087,243298,16753427,2013362,2295,29,331000000,57432.287009063446,735.0392749244712,1.279836331101483,88.12914428008666
USA,2021-12-09,19010230,567450,16776856,1665924,2518,75,331000000,57432.71903323263,1714.3504531722053,2.984971775722861,88.25172551831304
USA,2021-12-10,19010369,604594,16848310,1557465,1768,56,331000000,57433.13897280967,1826.5679758308158,3.180338056562711,88.62694879831106
USA,2021-12-11,19010506,548504,15732459,2729543,2258,65,331000000,57433.552870090636,1657.1117824773414,2.8852677566814897,82.75665571447703
USA,2021-12-12,19010640,503605,16089912,2417123,1516,40,331000000,57433.957703927495,1521.4652567975832,2.6490691528533494,84.63635101185442
USA,2021-12-13,19010771,640015,16850059,1520697,1666,56,331000000,57434.35347432024,1933.5800604229607,3.3665914969992534,88.63427474877268
USA,2021-12-14,19010900,455301,17002525,1553074,2246,53,331000000,57434.74320241692,1375.5317220543807,2.3949471092899337,89.43566585485169
USA,2021-12-15,19011026,353445,16491281,2166300,1476,27,331000000,57435.12386706948,1067.8096676737161,1.8591579433955854,86.74587578808215
USA,2021-12-16,19011150,569547,16498446,1943157,1822,54,331000000,57435.49848942598,1720.6858006042296,2.995857694037446,86.78299839830837
USA,2021-12-17,19011271,378980,16046295,2585996,1893,37,331000000,57435.86404833837,1144.954682779456,1.9934490439907988,84.4041148011619
USA,2021-12-18,19011390,283084,16338701,2389605,1880,27,331000000,57436.22356495468,855.238670694864,1.4890231592745191,85.94164340429606
USA,2021-12-19,19011507,359636,17549504,1102367,1473,27,331000000,57436.577039274925,1086.5135951661632,1.8916753942756876,92.3099047329599
USA,2021-12-20,19011621,338572,17312175,1360874,1686,30,331000000,57436.92145015106,1022.8761329305137,1.7808686592269012,91.06101473409342
USA,2021-12-21,19011733,616435,16784290,1611008,1591,51,331000000,57437.259818731116,1862.3413897280966,3.2423924741631915,88.2838508199121
USA,2021-12-22,19011843,455248,16142829,2413766,1884,45,331000000,57437.59214501511,1375.3716012084592,2.394549544723255,84.90933256707412
USA,2021-12-23,19011950,362700,17859684,789566,2077,39,331000000,57437.915407854984,1095.7703927492446,1.9077474956540492,93.93925399551335
USA,2021-12-24,19012056,431122,17127412,1453522,1557,35,331000000,57438.23564954683,1302.4833836858006,2.2676242906080226,90.08711104154122
USA,2021-12-25,19012159,362986,17491361,1157812,1399,26,331000000,57438.54682779456,1096.6344410876131,1.9092308243372043,92.0009189908416
USA,2021-12-26,19012260,338970,17661780,1011510,2316,41,331000000,57438.85196374622,1024.0785498489424,1.7829021904812998,92.8967939634741
USA,2021-12-27,19012360,597403,15912682,2502275,2486,78,331000000,57439.154078549844,1804.842900302115,3.142182243551037,83.6965111117189
USA,2021-12-28,19012457,342065,18084326,586066,2220,39,331000000,57439.447129909364,1033.429003021148,1.7991625175010257,95.118300596288
USA,2021-12-29,19012552,248320,17582503,1181729,1923,25,331000000,57439.73413897281,750.2114803625378,1.3060845277372548,92.4783953253619
USA,2021-12-30,19012646,664053,17753619,594974,1733,60,331000000,57440.018126888215,2006.202416918429,3.4926911277893673,93.37794960259608
USA,2021-12-31,19012738,251836,17493102,1267800,2120,28,331000000,57440.29607250755,760.833836858006,1.324564615575095,92.00727428106357
USA,2022-01-01,19012828,204085,17844889,963854,1465,15,331000000,57440.56797583082,616.570996978852,1.0734068598316884,93.85710005897072
USA,2022-01-02,19012916,370289,18023969,618658,1600,31,331000000,57440.833836858,1118.6978851963747,1.947565539131399,94.79855167929001
USA,2022-01-03,19013002,331059,17938120,743823,1747,30,331000000,57441.093655589124,1000.178247734139,1.7412242422317106,94.34659503007468
USA,2022-01-04,19013087,551181,17881608,580298,1484,43,331000000,57441.35045317221,1665.1993957703928,2.8989558612970106,94.04894639150392
USA,2022-01-05,19013170,499888,16434005,2079277,2401,63,331000000,57441.601208459215,1510.2356495468277,2.6291670457898393,86.43485015912654
USA,2022-01-06,19013251,579550,17614850,818851,1649,50,331000000,57441.84592145015,1750.906344410876,3.0481373227545356,92.64512418207703
USA,2022-01-07,19013331,306276,16154536,2552519,1963,31,331000000,57442.08761329305,925.3051359516617,1.6108487250340302,84.96426007625912
USA,2022-01-08,19013409,531936,16640981,1840492,1454,40,331000000,57442.32326283988,1607.0574018126888,2.797688725888135,87.5223427845054
USA,2022-01-09,19013485,541728,16124943,2346814,2403,68,331000000,57442.55287009063,1636.6404833836857,2.84917783352184,84.80792974039215
USA,2022-01-10,19013560,397148,17113508,1502904,2064,43,331000000,57442.779456193355,1199.8429003021147,2.0887619151805343,90.00685826326054
USA,2022-01-11,19013634,573354,17541288,898992,2208,66,331000000,57443.00302114803,1732.1873111782477,3.0154887803141683,92.25636719419339
USA,2022-01-12,19013706,204927,17656089,1152690,1646,17,331000000,57443.22054380665,619.1148036253777,1.077785677342439,92.85979808460276
USA,2022-01-13,19013777,339833,15881406,2792538,1474,26,331000000,57443.43504531722,1026.6858006042296,1.7872987571064918,83.52578238400503
USA,2022-01-14,19013846,269584,17406556,1337706,2140,30,331000000,57443.64350453173,814.4531722054381,1.4178299329867299,91.54673914998575
USA,2022-01-15,19013914,224683,16144634,2644597,2499,29,331000000,57443.84894259818,678.8006042296072,1.181676744724942,84.90957727062403
USA,2022-01-16,19013981,601976,16126404,2285601,1744,55,331000000,57444.05135951661,1818.6586102719032,3.165965086427719,84.81340125458209
USA,2022-01-17,19014046,222704,17693526,1097816,1767,20,331000000,57444.247734138975,672.821752265861,1.1712604460933775,93.05502889811038
USA,2022-01-18,19014110,551052,17695602,767456,1822,52,331000000,57444.44108761329,1664.809667673716,2.898121447703837,93.06563388977975
USA,2022-01-19,19014173,573940,15804962,2635271,1618,48,331000000,57444.63141993958,1733.9577039274925,3.018485211005496,83.12200588476817
USA,2022-01-20,19014234,499488,17679864,834882,2388,62,331000000,57444.815709969786,1509.0271903323264,2.6269162354896864,92.98225739727405
USA,2022-01-21,19014294,270516,16808878,1934900,1348,19,331000000,57444.99697885197,817.2688821752265,1.4226981028062362,88.40127327367506
USA,2022-01-22,19014353,297921,16766056,1950376,1787,27,331000000,57445.17522658611,900.0634441087614,1.5668216530954275,88.17579015178691
USA,2022-01-23,19014411,386354,17627404,1000653,1496,30,331000000,57445.35045317221,1167.2326283987916,2.031900961854669,92.70549584733389
USA,2022-01-24,19014468,198701,16944977,1870790,1901,19,331000000,57445.52265861027,600.3051359516616,1.0449989976054024,89.11622980984795
USA,2022-01-25,19014524,649461,15891187,2473876,1378,47,331000000,57445.691842900305,1962.1178247734138,3.4156048292347476,83.57394063611584
USA,2022-01-26,19014578,652569,17427836,934173,2164,74,331000000,57445.854984894264,1971.5075528700909,3.4319404827180495,91.6551290278438
USA,2022-01-27,19014632,589197,17832427,593008,2154,66,331000000,57446.018126888215,1780.0513595166162,3.098650555004167,93.78265643005871
USA,2022-01-28,19014684,455964,17174027,1384693,2063,49,331000000,57446.17522658611,1377.5347432024168,2.397957283960123,90.31981283517517
USA,2022-01-29,19014735,492048,16744158,1778529,1960,50,331000000,57446.32930513595,1486.5498489425984,2.5877194712416447,88.0588554087133
USA,2022-01-30,19014786,247309,16106265,2661212,1597,20,331000000,57446.4833836858,747.1570996978852,1.3006141641562519,84.70389832417783
USA,2022-01-31,19014835,212074,17262072,1540689,1649,18,331000000,57446.63141993957,640.7069486404833,1.1153081265233173,90.78212879575342
USA,2022-02-01,19014883,582109,15832073,2600701,1672,51,331000000,57446.776435045314,1758.6374622356495,3.0613335880110335,83.26147996808605
USA,2022-02-02,19014931,537288,17033744,1443899,1605,45,331000000,57446.92145015106,1623.226586102719,2.825611094775995,89.58088777708423
USA,2022-02-03,19014977,607166,17584455,823356,1419,45,331000000,57447.06042296072,1834.3383685800604,3.1930935283276964,92.47686705064119
USA,2022-02-04,19015023,351970,18078589,584464,1725,31,331000000,57447.199395770396,1063.3534743202417,1.851010119735327,95.07529388736474
USA,2022-02-05,19015067,442726,17654463,917878,2065,48,331000000,57447.33232628399,1337.5407854984894,2.328290507732631,92.84460054755527
USA,2022-02-06,19015111,394174,16426146,2194791,1672,34,331000000,57447.465256797586,1190.8580060422962,2.072951349061281,86.38469688659718
USA,2022-02-07,19015154,462709,17236316,1316129,2252,54,331000000,57447.59516616314,1397.9123867069486,2.4333697218544748,90.64515596350154
USA,2022-02-08,19015196,294842,17009406,1710948,1634,25,331000000,57447.72205438067,890.7613293051359,1.5505598785308339,89.45164698801948
USA,2022-02-09,19015237,439841,15861855,2713541,2192,50,331000000,57447.84592145015,1328.8247734138972,2.313097649006426,83.41655168431505
USA,2022-02-10,19015278,220903,18130913,663462,2342,27,331000000,57447.96978851964,667.3806646525679,1.1617132286995753,95.34918711154262
USA,2022-02-11,19015317,520283,15903229,2591805,1371,37,331000000,57448.08761329305,1571.8519637462236,2.7361258295089166,83.63378322854149
USA,2022-02-12,19015356,410937,16120782,2483637,2390,51,331000000,57448.20543806647,1241.501510574018,2.16107970842092,84.77770282081492
USA,2022-02-13,19015394,268509,16318597,2428288,1734,24,331000000,57448.32024169184,811.2054380664653,1.41206119631284,85.81782212874475
USA,2022-02-14,19015431,401817,17583467,1030147,2432,51,331000000,57448.43202416918,1213.9486404833835,2.1131101367094964,92.46946335321034
USA,2022-02-15,19015468,511718,16020606,2483144,2077,55,331000000,57448.54380664653,1545.97583081571,2.6910618239845583,84.25039026123365
USA,2022-02-16,19015504,564166,17833069,618269,1610,47,331000000,57448.65256797583,1704.429003021148,2.9668737678475416,93.78173200142368
USA,2022-02-17,19015539,319256,16952810,1743473,1643,27,331000000,57448.7583081571,964.5196374622357,1.6789216440301797,89.15240320035103
USA,2022-02-18,19015573,318015,16806050,1891508,2472,41,331000000,57448.86102719033,960.7703927492447,1.6723924122612557,88.38045532469624
USA,2022-02-19,19015607,191544,16090280,2733783,2365,23,331000000,57448.96374622357,578.6827794561933,1.0072988992673229,84.61617869994895
USA,2022-02-20,19015640,621516,16162232,2231892,2035,66,331000000,57449.06344410876,1877.6918429003022,3.2684463946519813,84.99441512355092
USA,2022-02-21,19015673,404304,16875980,1735389,1880,39,331000000,57449.16314199396,1221.4622356495468,2.1261619296882106,88.74773982493284
USA,2022-02-22,19015704,413469,16810768,1791467,2055,44,331000000,57449.25679758308,1249.1510574018127,2.1743554695634724,88.40465753989439
USA,2022-02-23,19015736,471051,16958018,1586667,1885,46,331000000,57449.35347432025,1423.1148036253776,2.4771641760276855,89.17886743905153
USA,2022-02-24,19015766,213688,17861937,940141,2321,26,331000000,57449.44410876133,645.5830815709969,1.1237412155786939,93.93225074393531
USA,2022-02-25,19015796,325601,16924760,1765435,2309,39,331000000,57449.53474320242,983.6888217522658,1.7122659498450659,89.00368935384036
USA,2022-02-26,19015825,294036,16804970,1916819,1843,28,331000000,57449.62235649547,888.3262839879154,1.5462700145799617,88.37360461615523
USA,2022-02-27,19015854,322234,17721586,972034,1390,23,331000000,57449.70996978852,973.5166163141995,1.6945544491454343,93.19374244249036
USA,2022-02-28,19015882,579131,16847354,1589397,1665,50,331000000,57449.79456193353,1749.6404833836857,3.0455121671453367,88.59622709059721
USA,2022-03-01,19015910,463408,15835677,2716825,2349,57,331000000,57449.87915407855,1400.02416918429,2.4369488496737732,83.275935782195
USA,2022-03-02,19015937,211482,17000574,1803881,2114,23,331000000,57449.96072507553,638.9184290030212,1.112130314693407,89.4017160448102
USA,2022-03-03,19015963,268697,16812260,1935006,2405,33,331000000,57450.03927492447,811.773413897281,1.4130075873622598,88.41129949611282
USA,2022-03-04,19015990,609585,17127402,1279003,2176,69,331000000,57450.120845921454,1841.6465256797583,3.205644302505418,90.06842136538776
USA,2022-03-05,19016015,510868,16388293,2116854,1634,43,331000000,57450.196374622356,1543.4078549848941,2.6865144984372384,86.18153172470679
USA,2022-03-06,19016040,643708,17206923,1165409,2162,73,331000000,57450.27190332326,1944.7371601208458,3.385079122677487,90.48636309136918
USA,2022-03-07,19016065,191160,17622156,1202749,2327,23,331000000,57450.34743202417,577.522658610272,1.005255293353278,92.66983468977415
USA,2022-03-08,19016089,209442,17952669,853978,2289,25,331000000,57450.419939577034,632.7552870090635,1.1013936672256845,94.40778805778622
USA,2022-03-09,19016112,506442,17510936,998734,1632,43,331000000,57450.489425981876,1530.036253776435,2.6632257950521114,92.08473319887894
USA,2022-03-10,19016135,234033,17308807,1473295,2097,25,331000000,57450.5589123867,707.0483383685801,1.2307075018135916,91.02168763526343
USA,2022-03-11,19016158,618177,16530747,1867234,1967,63,331000000,57450.62839879154,1867.6042296072508,3.2507986103186566,86.93000447303814
USA,2022-03-12,19016180,546644,16613736,1855800,1705,49,331000000,57450.69486404834,1651.4924471299094,2.8746257134713704,87.36631647365559
USA,2022-03-13,19016202,497487,17714348,804367,2077,54,331000000,57450.76132930513,1502.9818731117825,2.6161217681638007,93.15397470010048
USA,2022-03-14,19016223,428888,16108984,2478351,2023,45,331000000,57450.8247734139,1295.7341389728097,2.255379525155968,84.71179581770785
USA,2022-03-15,19016244,263527,16326524,2426193,1469,20,331000000,57450.88821752266,796.1540785498489,1.3857994249547911,85.85567160370891
USA,2022-03-16,19016264,542430,16877675,1596159,2067,58,331000000,57450.94864048338,1638.761329305136,2.852453037042397,88.75389508685828
USA,2022-03-17,19016284,661416,17407784,947084,2286,79,331000000,57451.00906344411,1998.235649546828,3.478155879455734,91.54145994033325
USA,2022-03-18,19016304,443314,16787426,1785564,2132,49,331000000,57451.069486404835,1339.3172205438066,2.331231137238866,88.27912090593419
USA,2022-03-19,19016323,380026,17876237,760060,1433,28,331000000,57451.12688821753,1148.1148036253776,1.998419988974735,94.00469796395444
USA,2022-03-20,19016342,292876,16963327,1760139,2262,34,331000000,57451.18429003021,884.8217522658609,1.5401279594151178,89.20394363963375
USA,2022-03-21,19016361,222198,16848724,1945439,2271,26,331000000,57451.2416918429,671.2930513595165,1.1684569934279223,88.6011997773917
USA,2022-03-22,19016379,382180,16012623,2621576,2311,46,331000000,57451.29607250755,1154.6223564954682,2.0097411815361905,84.20437455521895
USA,2022-03-23,19016397,599844,16958593,1457960,1957,61,331000000,57451.35045317221,1812.2175226586103,3.1543514788842493,89.17879133465713
USA,2022-03-24,19016414,372835,16854071,1789508,1595,31,331000000,57451.401812688826,1126.3897280966767,1.9605957253560002,88.6290706544357
USA,2022-03-25,19016431,551167,15914561,2550703,1999,57,331000000,57451.45317220544,1665.157099697885,2.8983724653695533,83.68847445664225
USA,2022-03-26,19016448,196016,16833112,1987320,2354,24,331000000,57451.50453172206,592.1933534743202,1.030770835857464,88.51869707739321
USA,2022-03-27,19016464,376989,17019658,1619817,1367,27,331000000,57451.552870090636,1138.939577039275,1.982434799655709,89.49959361530094
USA,2022-03-28,19016480,268906,17388166,1359408,1921,27,331000000,57451.601208459215,812.4048338368581,1.41406821872397,91.43735328515056
USA,2022-03-29,19016496,552384,17791969,672143,1386,40,331000000,57451.64954682779,1668.833836858006,2.904762265351093,93.5607117105065
USA,2022-03-30,19016512,436067,16638216,1942229,1724,39,331000000,57451.69788519638,1317.4229607250757,2.2930966520043214,87.49352141970094
USA,2022-03-31,19016527,373615,17617671,1025241,1343,26,331000000,57451.74320241692,1128.7462235649546,1.9646857704353693,92.64399855977908
USA,2022-04-01,19016542,238305,17870435,907802,2017,25,331000000,57451.78851963746,719.9546827794562,1.2531458137867548,93.97310509975999
USA,2022-04-02,19016556,590332,16945245,1480979,1942,60,331000000,57451.83081570997,1783.4803625377644,3.104305532505465,89.10785422975643
USA,2022-04-03,19016571,240207,16336998,2439366,1975,24,331000000,57451.87613293051,725.7009063444109,1.2631457059214302,85.90927354884327
USA,2022-04-04,19016585,298791,18105614,612180,2447,38,331000000,57451.91842900302,902.6918429003022,1.571212707223721,95.20959730677195
USA,2022-04-05,19016598,254722,16171166,2590710,1943,26,331000000,57451.95770392749,769.5528700906344,1.3394719707489215,85.03711336801672
USA,2022-04-06,19016612,630228,16542193,1844191,1573,52,331000000,57452.0,1904.012084592145,3.314091910798832,86.98811859862315
USA,2022-04-07,19016625,339069,16205533,2472023,1787,31,331000000,57452.03927492447,1024.3776435045318,1.7830135473565891,85.21771344810134
USA,2022-04-08,19016638,251993,17831247,933398,1892,25,331000000,57452.07854984894,761.3081570996978,1.3251185619666315,93.76655852627577
USA,2022-04-09,19016651,368354,16911781,1736516,1758,34,331000000,57452.11782477341,1112.8519637462236,1.9370077307513296,88.93143698120137
USA,2022-04-10,19016663,663138,16801656,1551869,1842,64,331000000,57452.154078549844,2003.4380664652567,3.4871417766618675,88.35228346845079
USA,2022-04-11,19016675,478686,16094498,2443491,1435,36,331000000,57452.19033232628,1446.1812688821751,2.5171908338339906,84.6336070843089
USA,2022-04-12,19016687,651674,17314987,1050026,1369,46,331000000,57452.22658610272,1968.8036253776436,3.426853478736859,91.05154331035685
USA,2022-04-13,19016699,417358,16997396,1601945,2455,53,331000000,57452.26283987916,1260.9003021148035,2.1946921492526124,89.38142208592565
USA,2022-04-14,19016710,307551,17785411,923748,1526,24,331000000,57452.29607250755,929.1570996978852,1.61726712980321,93.52517338698439
USA,2022-04-15,19016721,583249,17236801,1196671,1741,53,331000000,57452.32930513596,1762.0815709969788,3.0670324289871003,90.6402370839852
USA,2022-04-16,19016732,431416,17308253,1277063,1536,34,331000000,57452.362537764355,1303.3716012084594,2.2686127143191586,91.01591693041685
USA,2022-04-17,19016743,585092,16871952,1559699,1602,49,331000000,57452.395770392744,1767.6495468277944,3.076720340596705,88.72156499143938
USA,2022-04-18,19016754,467329,17992305,557120,1522,37,331000000,57452.42900302115,1411.870090634441,2.4574593539991105,94.61291343412236
USA,2022-04-19,19016764,578469,16131241,2307054,1505,45,331000000,57452.45921450151,1747.640483383686,3.0418897768305904,84.82642472715126
USA,2022-04-20,19016774,539400,16372038,2105336,2228,63,331000000,57452.48942598187,1629.607250755287,2.8364432369023262,86.09261486727455
USA,2022-04-21,19016784,566948,16703991,1745845,1706,50,331000000,57452.51963746224,1712.833836858006,2.9813032529580186,87.83814865857444
USA,2022-04-22,19016794,260522,17861727,894545,2169,29,331000000,57452.549848942595,787.0755287009064,1.369957522808524,93.92606871589396
USA,2022-04-23,19016804,621346,15928345,2467113,2146,70,331000000,57452.58006042296,1877.178247734139,3.2673523900230554,83.75931623421054
USA,2022-04-24,19016813,475002,16546995,1994816,2011,50,331000000,57452.60725075529,1435.0513595166162,2.4978002360332408,87.01245050892597
USA,2022-04-25,19016822,208225,17670737,1137860,1857,20,331000000,57452.63444108761,629.0785498489425,1.0949516170472648,92.92160908904759
USA,2022-04-26,19016831,217619,17515051,1284161,1961,22,331000000,57452.66163141994,657.4592145015106,1.144349444973245,92.10289032909847
USA,2022-04-27,19016840,206552,18177376,632912,1866,20,331000000,57452.688821752265,624.02416918429,1.0861531148182346,95.58568090176917
USA,2022-04-28,19016849,434013,16004294,2578542,2418,55,331000000,57452.716012084595,1311.2175226586103,2.2822550675982125,84.15849544790517
USA,2022-04-29,19016857,424043,16478693,2114121,2195,48,331000000,57452.740181268884,1281.0966767371601,2.2298269372273243,86.65308362996052
USA,2022-04-30,19016866,438549,17046077,1532240,1894,43,331000000,57452.76737160121,1324.9214501510573,2.306105538104964,89.63662571950604
USA,2022-05-01,19016874,478158,17801768,736948,1837,46,331000000,57452.791540785496,1444.5861027190333,2.514388011405029,93.61037991838195
USA,2022-05-02,19016882,535190,17693157,788535,1747,49,331000000,57452.815709969786,1616.8882175226586,2.814288903932832,93.0392111598526
USA,2022-05-03,19016889,400997,17168581,1447311,1854,39,331000000,57452.83685800604,1211.4712990936557,2.10863617072172,90.28070259020811
USA,2022-05-04,19016897,573639,16731318,1711940,2008,60,331000000,57452.86102719033,1733.04833836858,3.016470037146439,87.98132523933847
USA,2022-05-05,19016905,218443,15985838,2812624,2471,28,331000000,57452.88519637462,659.9486404833838,1.1486779788824732,84.06119712960653
USA,2022-05-06,19016912,332051,16421113,2263748,2064,36,331000000,57452.906344410876,1003.1752265861028,1.7460826447532596,86.3500498924326
USA,2022-05-07,19016919,311900,15968377,2736642,1689,27,331000000,57452.92749244713,942.2960725075528,1.6401184650363185,83.96931700660869
USA,2022-05-08,19016926,295116,17562622,1159188,2442,37,331000000,57452.94864048339,891.5891238670695,1.5518596433514018,92.35258106383755
USA,2022-05-09,19016933,631959,15694626,2690348,2204,73,331000000,57452.96978851964,1909.2416918429003,3.3231383840916937,82.5297433608248
USA,2022-05-10,19016940,440825,17199723,1376392,2329,53,331000000,57452.99093655589,1331.7975830815708,2.3180648411363762,90.44421973251217
USA,2022-05-11,19016947,579920,16409117,2027910,2069,63,331000000,57453.01208459214,1752.02416918429,3.0494905412524944,86.28681039075305
USA,2022-05-12,19016953,441468,17557683,1017802,2170,50,331000000,57453.03021148036,1333.7401812688822,2.321444450117745,92.32647837958058
USA,2022-05-13,19016960,285563,18157426,573971,2464,37,331000000,57453.05135951662,862.7280966767371,1.5016227619977114,95.48017138385946
USA,2022-05-14,19016966,191271,16101606,2724089,1435,14,331000000,57453.069486404835,577.8580060422961,1.0057913549406357,84.669689160721
USA,2022-05-15,19016972,491068,15900478,2625426,1723,44,331000000,57453.08761329305,1483.5891238670695,2.5822617817389646,83.6120387620069
USA,2022-05-16,19016978,635685,17437067,944226,1339,44,331000000,57453.105740181265,1920.498489425982,3.342723538934525,91.69210270948412
USA,2022-05-17,19016984,610646,17191595,1214743,2256,72,331000000,57453.12386706949,1844.8519637462236,3.2110559697584016,90.40126972815457
USA,2022-05-18,19016990,379912,17458803,1178275,1451,28,331000000,57453.14199395771,1147.7703927492448,1.997750432639445,91.80634264413032
USA,2022-05-19,19016996,516980,15779400,2720616,1652,44,331000000,57453.16012084592,1561.8731117824773,2.718515584690663,82.97525013940161
USA,2022-05-20,19017001,451240,17189124,1376637,1682,39,331000000,57453.1752265861,1363.2628398791542,2.3728241903126577,90.38819527852998
USA,2022-05-21,19017007,521900,15734354,2760753,1991,54,331000000,57453.19335347432,1576.737160120846,2.744385591276272,82.73832995907296
USA,2022-05-22,19017012,603288,17158089,1255635,1447,45,331000000,57453.2084592145,1822.6223564954682,3.172359569421316,90.22494701060293
USA,2022-05-23,19017017,590513,16198145,2228359,1461,45,331000000,57453.223564954686,1784.0271903323264,3.1051820587845085,85.17710742962474
USA,2022-05-24,19017023,259200,17542563,1215260,1878,25,331000000,57453.2416918429,783.0815709969789,1.3629893595858826,92.24663082123843
USA,2022-05-25,19017028,290538,17857732,868758,2093,31,331000000,57453.25679758308,877.7583081570997,1.5277781575543772,93.90390548933303
USA,2022-05-26,19017033,329239,16226229,2461565,1790,30,331000000,57453.271903323264,994.6797583081571,1.7312847908503917,85.32471390253149
USA,2022-05-27,19017037,200642,17310912,1505483,1636,17,331000000,57453.28398791541,606.1691842900302,1.0550644666674414,91.02843939358166
USA,2022-05-28,19017042,451170,16269512,2296360,2294,54,331000000,57453.29909365559,1363.0513595166162,2.3724509837018815,85.55227463871616
USA,2022-05-29,19017047,292210,16851128,1873709,1370,21,331000000,57453.31419939577,882.809667673716,1.5365687427706312,88.61064496501481
USA,2022-05-30,19017051,279475,17545397,1192179,2199,32,331000000,57453.32628398792,844.3353474320243,1.4696022006776972,92.26139741645537
USA,2022-05-31,19017056,405988,17653934,957134,2322,49,331000000,57453.34138972809,1226.5498489425981,2.1348625149970637,92.83210818751336
USA,2022-06-01,19017060,493060,16915253,1608747,1965,50,331000000,57453.35347432024,1489.607250755287,2.5927246377726103,88.94778162344757
USA,2022-06-02,19017065,301731,16588959,2126375,1860,29,331000000,57453.36858006042,911.5740181268882,1.5866328479184355,87.23196245056742
USA,2022-06-03,19017069,457973,16042379,2516717,1663,40,331000000,57453.38066465257,1383.6042296072508,2.408220741061622,84.3577893102244
USA,2022-06-04,19017073,532789,16602093,1882191,2378,66,331000000,57453.39274924471,1609.6344410876131,2.801635141222837,87.3009900103975
USA,2022-06-05,19017077,609493,17466098,941486,1513,48,331000000,57453.40483383686,1841.368580060423,3.2049772948808064,91.84428290425495
USA,2022-06-06,19017081,319271,16796122,1901688,2156,36,331000000,57453.416918429,964.5649546827794,1.678864385128296,88.32124130932607
USA,2022-06-07,19017085,280045,17687053,1049987,1449,21,331000000,57453.42900302115,846.0574018126888,1.4725968780178456,93.00612054896952
USA,2022-06-08,19017089,472330,17756369,788390,2148,53,331000000,57453.44108761329,1426.9788519637464,2.4837134642426086,93.37059420608486
USA,2022-06-09,19017092,412180,16574083,2030829,1997,43,331000000,57453.4501510574,1245.2567975830816,2.167418656858788,87.15361423292268
USA,2022-06-10,19017096,229496,18068156,719444,2405,29,331000000,57453.462235649546,693.3413897280967,1.2067878292248198,95.01006883490518
USA,2022-06-11,19017100,251943,17222625,1542532,2275,30,331000000,57453.474320241694,761.1570996978852,1.324823448370151,90.56388723832761
USA,2022-06-12,19017103,462024,17791796,763283,2321,56,331000000,57453.4833836858,1395.8429003021147,2.429518313067979,93.55681567271313
USA,2022-06-13,19017107,390984,16675551,1950572,2408,49,331000000,57453.49546827794,1181.2205438066467,2.0559594053922083,87.68710719248728
USA,2022-06-14,19017110,511151,15987718,2518241,2400,64,331000000,57453.50453172206,1544.2628398791542,2.687847943246897,84.0701768039413
USA,2022-06-15,19017113,458611,17846236,712266,1380,33,331000000,57453.513595166165,1385.5317220543807,2.4115700422035666,93.84303495488511
USA,2022-06-16,19017117,511488,16038715,2466914,2295,61,331000000,57453.52567975831,1545.2809667673716,2.689619041624448,84.33830953451042
USA,2022-06-17,19017120,606413,16052974,2357733,1622,51,331000000,57453.534743202414,1832.0634441087614,3.1887741151131186,84.41327603759139
USA,2022-06-18,19017123,251787,17473023,1292313,1649,21,331000000,57453.54380664652,760.6858006042296,1.3240015327239563,91.88047529586889
USA,2022-06-19,19017126,318046,16960977,1738103,2409,40,331000000,57453.552870090636,960.8640483383685,1.6724188502510844,89.18790883543602
USA,2022-06-20,19017129,665345,15829826,2521958,2055,71,331000000,57453.561933534744,2010.105740181269,3.498661653922629,83.23983078623488
USA,2022-06-21,19017132,373268,17784352,859512,1900,37,331000000,57453.57099697885,1127.6978851963745,1.9627985965496795,93.51752935195485
